LON,LAT,bird_ID,light,tripID,interlength,year,sex,trip,date,TIME,trp.leng,DIST,STATUS1,DAY,PUT_BEH_24hr,CAMERA_BEH,No. of birds,CAM TIME=GPS TIME+1h
-5.539516,51.64266,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 14:52,14:52,18269,0.445,WATER,D,REST,REST,,15:52
-5.5398,51.64281,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 14:53,14:53,18269,26.299,WATER,D,REST,REST,,15:53
-5.540033,51.64297,G147,TRUE,1,55,2011,male,G147_1,22/07/2011 14:54,14:54,18269,23.37,WATER,D,REST,REST,,15:54
-5.540033,51.64297,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 14:55,14:55,18269,0,WATER,D,REST,REST,,15:55
-5.540033,51.64297,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 14:56,14:56,18269,0,WATER,D,REST,REST,,15:56
-5.540567,51.64337,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 14:57,14:57,18269,57.939,FLIGHT,D,REST,REST,,15:57
-5.54084,51.64344,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 14:58,14:58,18269,20.525,WATER,D,REST,REST,,15:58
-5.540974,51.64355,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 14:58,14:58,18269,15.804,WATER,D,REST,REST,,15:58
-5.540974,51.64355,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 14:59,14:59,18269,0,WATER,D,REST,REST,,15:59
-5.541438,51.64376,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:00,15:00,18269,39.653,WATER,D,REST,REST,,16:00
-5.54167,51.64376,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:01,15:01,18269,16.059,WATER,D,REST,REST,,16:01
-5.541862,51.64395,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:02,15:02,18269,24.408,WATER,D,REST,REST,,16:02
-5.542155,51.64402,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:03,15:03,18269,21.647,WATER,D,REST,REST,,16:03
-5.542155,51.64402,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:04,15:04,18269,0,WATER,D,REST,REST,,16:04
-5.542155,51.64402,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:05,15:05,18269,0,WATER,D,REST,REST,,16:05
-5.542805,51.64422,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:06,15:06,18269,50.495,WATER,D,REST,REST,,16:06
-5.542805,51.64422,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:06,15:06,18269,0,WATER,D,REST,REST,,16:06
-5.543034,51.64438,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:07,15:07,18269,23.836,WATER,D,REST,REST,,16:07
-5.543034,51.64438,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:08,15:08,18269,0,WATER,D,REST,REST,,16:08
-5.543415,51.64449,G147,TRUE,1,54,2011,male,G147_1,22/07/2011 15:09,15:09,18269,28.936,WATER,D,REST,REST,,16:09
-5.543682,51.64465,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:10,15:10,18269,25.738,WATER,D,REST,REST,,16:10
-5.543767,51.64496,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:11,15:11,18269,35.208,WATER,D,REST,REST,,16:11
-5.538695,51.64954,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:12,15:12,18269,618.25,FLIGHT,D,TRAV,TRAV,,16:12
-5.534334,51.65494,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:13,15:13,18269,672.557,FLIGHT,D,TRAV,TRAV,,16:13
-5.52986,51.66051,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:14,15:14,18269,693.054,FLIGHT,D,TRAV,TRAV,,16:14
-5.523909,51.66587,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:14,15:14,18269,724.976,FLIGHT,D,TRAV,TRAV,,16:14
-5.518305,51.671,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:15,15:15,18269,689.444,FLIGHT,D,TRAV,TRAV,,16:15
-5.513378,51.67604,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:16,15:16,18269,656.117,FLIGHT,D,TRAV,TRAV,,16:16
-5.509952,51.68147,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:17,15:17,18269,649.169,FLIGHT,D,TRAV,TRAV,,16:17
-5.50497,51.68649,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:18,15:18,18269,656.261,FLIGHT,D,TRAV,TRAV,,16:18
-5.502156,51.69215,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:19,15:19,18269,659.652,FLIGHT,D,TRAV,TRAV,,16:19
-5.499068,51.69729,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:20,15:20,18269,609.506,FLIGHT,D,TRAV,TRAV,,16:20
-5.495203,51.70248,G147,TRUE,1,51,2011,male,G147_1,22/07/2011 15:20,15:20,18269,636.479,FLIGHT,D,TRAV,TRAV,,16:20
-5.48943,51.70742,G147,TRUE,1,53,2011,male,G147_1,22/07/2011 15:21,15:21,18269,679.236,FLIGHT,D,TRAV,TRAV,,16:21
-5.486654,51.71301,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:22,15:22,18269,650.667,FLIGHT,D,TRAV,TRAV,,16:22
-5.483421,51.71846,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:23,15:23,18269,647.174,FLIGHT,D,TRAV,TRAV,,16:23
-5.482253,51.72373,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:24,15:24,18269,591.66,FLIGHT,D,TRAV,TRAV,,16:24
-5.48055,51.72626,G147,TRUE,1,52,2011,male,G147_1,22/07/2011 15:25,15:25,18269,305.407,FLIGHT,D,SERFOR,COLONY,,16:25
