long,lat,order,hole,piece,id,group,percent,h
-35498.76212840961,-182728.75898418785,76,FALSE,1,homerange,homerange.1,25,10000
-35385.36788194059,-182714.69734156103,77,FALSE,1,homerange,homerange.1,25,10000
-34385.36788194059,-182554.19841086853,78,FALSE,1,homerange,homerange.1,25,10000
-33385.36788194059,-182359.40953983532,79,FALSE,1,homerange,homerange.1,25,10000
-32385.36788194059,-182137.26830571287,80,FALSE,1,homerange,homerange.1,25,10000
-31385.36788194059,-181865.7862992585,81,FALSE,1,homerange,homerange.1,25,10000
-30959.773804421224,-181728.75898418785,82,FALSE,1,homerange,homerange.1,25,10000
-30385.36788194059,-181517.87664678853,83,FALSE,1,homerange,homerange.1,25,10000
-29385.36788194059,-181106.28628040728,84,FALSE,1,homerange,homerange.1,25,10000
-28542.72103243128,-180728.75898418785,85,FALSE,1,homerange,homerange.1,25,10000
-28385.36788194059,-180655.3008611527,86,FALSE,1,homerange,homerange.1,25,10000
-27385.36788194059,-180100.60285719993,87,FALSE,1,homerange,homerange.1,25,10000
-26727.382022141606,-179728.75898418785,88,FALSE,1,homerange,homerange.1,25,10000
-26385.36788194059,-179533.4533280085,89,FALSE,1,homerange,homerange.1,25,10000
-25385.36788194059,-178940.05465572386,90,FALSE,1,homerange,homerange.1,25,10000
-25030.76299444675,-178728.75898418785,91,FALSE,1,homerange,homerange.1,25,10000
-24385.36788194059,-178328.33616271577,92,FALSE,1,homerange,homerange.1,25,10000
-23385.36788194059,-177748.64867328113,93,FALSE,1,homerange,homerange.1,25,10000
-23350.491249373023,-177728.75898418785,94,FALSE,1,homerange,homerange.1,25,10000
-22385.36788194059,-177173.36471786335,95,FALSE,1,homerange,homerange.1,25,10000
-21499.01242699206,-176728.75898418785,96,FALSE,1,homerange,homerange.1,25,10000
-21385.36788194059,-176670.25956960334,97,FALSE,1,homerange,homerange.1,25,10000
-20385.36788194059,-176163.97077163,98,FALSE,1,homerange,homerange.1,25,10000
-19385.36788194059,-175743.95016123605,99,FALSE,1,homerange,homerange.1,25,10000
-19345.201004043323,-175728.75898418785,100,FALSE,1,homerange,homerange.1,25,10000
-18385.36788194059,-175336.57886700638,101,FALSE,1,homerange,homerange.1,25,10000
-17385.36788194059,-174982.80674088924,102,FALSE,1,homerange,homerange.1,25,10000
-16455.50560851776,-174728.75898418785,103,FALSE,1,homerange,homerange.1,25,10000
-16385.36788194059,-174707.36844281477,104,FALSE,1,homerange,homerange.1,25,10000
-15385.36788194059,-174423.53314553533,105,FALSE,1,homerange,homerange.1,25,10000
-14385.36788194059,-174187.37294377037,106,FALSE,1,homerange,homerange.1,25,10000
-13385.36788194059,-174015.60162865123,107,FALSE,1,homerange,homerange.1,25,10000
-12385.36788194059,-173890.0027785208,108,FALSE,1,homerange,homerange.1,25,10000
-11385.36788194059,-173801.0761197627,109,FALSE,1,homerange,homerange.1,25,10000
-10385.36788194059,-173739.80593142405,110,FALSE,1,homerange,homerange.1,25,10000
-9573.30425722502,-173728.75898418785,111,FALSE,1,homerange,homerange.1,25,10000
-9385.36788194059,-173725.65151342654,112,FALSE,1,homerange,homerange.1,25,10000
-9244.375780040857,-173728.75898418785,113,FALSE,1,homerange,homerange.1,25,10000
-8385.36788194059,-173745.22015991202,114,FALSE,1,homerange,homerange.1,25,10000
-7385.36788194059,-173816.59695123637,115,FALSE,1,homerange,homerange.1,25,10000
-6385.36788194059,-173944.3947748452,116,FALSE,1,homerange,homerange.1,25,10000
-5385.36788194059,-174127.58066976198,117,FALSE,1,homerange,homerange.1,25,10000
-4385.36788194059,-174401.73394155686,118,FALSE,1,homerange,homerange.1,25,10000
-3577.8163111554786,-174728.75898418785,119,FALSE,1,homerange,homerange.1,25,10000
-3385.3678819405905,-174803.46135285945,120,FALSE,1,homerange,homerange.1,25,10000
-2385.3678819405905,-175309.04358621608,121,FALSE,1,homerange,homerange.1,25,10000
-1786.2683814406826,-175728.75898418785,122,FALSE,1,homerange,homerange.1,25,10000
-1385.3678819405905,-176037.9666312895,123,FALSE,1,homerange,homerange.1,25,10000
-675.9246667364837,-176728.75898418785,124,FALSE,1,homerange,homerange.1,25,10000
-385.36788194059045,-177056.35656253857,125,FALSE,1,homerange,homerange.1,25,10000
131.7277372552976,-177728.75898418785,126,FALSE,1,homerange,homerange.1,25,10000
614.6321180594095,-178552.96630333574,127,FALSE,1,homerange,homerange.1,25,10000
710.2913286956012,-178728.75898418785,128,FALSE,1,homerange,homerange.1,25,10000
1167.8537313959603,-179728.75898418785,129,FALSE,1,homerange,homerange.1,25,10000
1489.3270924025312,-180728.75898418785,130,FALSE,1,homerange,homerange.1,25,10000
1614.6321180594095,-181319.20394511288,131,FALSE,1,homerange,homerange.1,25,10000
1709.0351764849622,-181728.75898418785,132,FALSE,1,homerange,homerange.1,25,10000
1863.2077393411084,-182728.75898418785,133,FALSE,1,homerange,homerange.1,25,10000
1926.0315753830178,-183728.75898418785,134,FALSE,1,homerange,homerange.1,25,10000
1905.6939444115583,-184728.75898418785,135,FALSE,1,homerange,homerange.1,25,10000
1808.8750211650797,-185728.75898418785,136,FALSE,1,homerange,homerange.1,25,10000
1614.6321180594095,-186727.7617807551,137,FALSE,1,homerange,homerange.1,25,10000
1614.4637518824493,-186728.75898418785,138,FALSE,1,homerange,homerange.1,25,10000
1384.3615812585624,-187728.75898418785,139,FALSE,1,homerange,homerange.1,25,10000
1036.3540224901394,-188728.75898418785,140,FALSE,1,homerange,homerange.1,25,10000
614.6321180594095,-189651.75335915055,141,FALSE,1,homerange,homerange.1,25,10000
582.1325753511721,-189728.75898418785,142,FALSE,1,homerange,homerange.1,25,10000
66.71469804784891,-190728.75898418785,143,FALSE,1,homerange,homerange.1,25,10000
-385.36788194059045,-191399.5106487095,144,FALSE,1,homerange,homerange.1,25,10000
-595.6199514594576,-191728.75898418785,145,FALSE,1,homerange,homerange.1,25,10000
-1379.3269003367632,-192728.75898418785,146,FALSE,1,homerange,homerange.1,25,10000
-1385.3678819405905,-192735.71523116998,147,FALSE,1,homerange,homerange.1,25,10000
-2316.4104535070364,-193728.75898418785,148,FALSE,1,homerange,homerange.1,25,10000
-2385.3678819405905,-193795.0397460203,149,FALSE,1,homerange,homerange.1,25,10000
-3385.3678819405905,-194677.08326854525,150,FALSE,1,homerange,homerange.1,25,10000
-3452.2850368751556,-194728.75898418785,151,FALSE,1,homerange,homerange.1,25,10000
-4385.36788194059,-195432.2972552858,152,FALSE,1,homerange,homerange.1,25,10000
-4873.121630378642,-195728.75898418785,153,FALSE,1,homerange,homerange.1,25,10000
-5385.36788194059,-196048.94449774572,154,FALSE,1,homerange,homerange.1,25,10000
-6385.36788194059,-196571.96997332125,155,FALSE,1,homerange,homerange.1,25,10000
-6758.40546661933,-196728.75898418785,156,FALSE,1,homerange,homerange.1,25,10000
-7385.36788194059,-197021.4899790177,157,FALSE,1,homerange,homerange.1,25,10000
-8385.36788194059,-197403.44936362692,158,FALSE,1,homerange,homerange.1,25,10000
-9385.36788194059,-197685.2160450813,159,FALSE,1,homerange,homerange.1,25,10000
-9562.11345999326,-197728.75898418785,160,FALSE,1,homerange,homerange.1,25,10000
-10385.36788194059,-197956.66431754283,161,FALSE,1,homerange,homerange.1,25,10000
-11385.36788194059,-198178.2668530959,162,FALSE,1,homerange,homerange.1,25,10000
-12385.36788194059,-198364.4621422007,163,FALSE,1,homerange,homerange.1,25,10000
-13385.36788194059,-198507.41842355966,164,FALSE,1,homerange,homerange.1,25,10000
-14385.36788194059,-198629.7948348729,165,FALSE,1,homerange,homerange.1,25,10000
-15190.039610884472,-198728.75898418785,166,FALSE,1,homerange,homerange.1,25,10000
-15385.36788194059,-198757.8398107856,167,FALSE,1,homerange,homerange.1,25,10000
-16385.36788194059,-198924.44590974733,168,FALSE,1,homerange,homerange.1,25,10000
-17385.36788194059,-199115.13385015537,169,FALSE,1,homerange,homerange.1,25,10000
-18385.36788194059,-199358.68029282955,170,FALSE,1,homerange,homerange.1,25,10000
-19385.36788194059,-199662.1108589946,171,FALSE,1,homerange,homerange.1,25,10000
-19556.10102042275,-199728.75898418785,172,FALSE,1,homerange,homerange.1,25,10000
-20385.36788194059,-200117.626357825,173,FALSE,1,homerange,homerange.1,25,10000
-21385.36788194059,-200690.64300769413,174,FALSE,1,homerange,homerange.1,25,10000
-21439.096782290457,-200728.75898418785,175,FALSE,1,homerange,homerange.1,25,10000
-22385.36788194059,-201472.711285146,176,FALSE,1,homerange,homerange.1,25,10000
-22658.175250921922,-201728.75898418785,177,FALSE,1,homerange,homerange.1,25,10000
-23385.36788194059,-202458.09451646768,178,FALSE,1,homerange,homerange.1,25,10000
-23611.97638334998,-202728.75898418785,179,FALSE,1,homerange,homerange.1,25,10000
-24385.36788194059,-203646.82381034878,180,FALSE,1,homerange,homerange.1,25,10000
-24444.294163536644,-203728.75898418785,181,FALSE,1,homerange,homerange.1,25,10000
-25169.31722683486,-204728.75898418785,182,FALSE,1,homerange,homerange.1,25,10000
-25385.36788194059,-205019.59661365126,183,FALSE,1,homerange,homerange.1,25,10000
-25856.78722495433,-205728.75898418785,184,FALSE,1,homerange,homerange.1,25,10000
-26385.36788194059,-206451.93278967246,185,FALSE,1,homerange,homerange.1,25,10000
-26562.845993238225,-206728.75898418785,186,FALSE,1,homerange,homerange.1,25,10000
-27257.69084459267,-207728.75898418785,187,FALSE,1,homerange,homerange.1,25,10000
-27385.36788194059,-207903.1148042374,188,FALSE,1,homerange,homerange.1,25,10000
-27958.868289690054,-208728.75898418785,189,FALSE,1,homerange,homerange.1,25,10000
-28385.36788194059,-209286.4399333187,190,FALSE,1,homerange,homerange.1,25,10000
-28704.54974689603,-209728.75898418785,191,FALSE,1,homerange,homerange.1,25,10000
-29385.36788194059,-210560.55013213205,192,FALSE,1,homerange,homerange.1,25,10000
-29520.021377250843,-210728.75898418785,193,FALSE,1,homerange,homerange.1,25,10000
-30385.36788194059,-211721.95019343385,194,FALSE,1,homerange,homerange.1,25,10000
-30391.57285733141,-211728.75898418785,195,FALSE,1,homerange,homerange.1,25,10000
-31347.253425162715,-212728.75898418785,196,FALSE,1,homerange,homerange.1,25,10000
-31385.36788194059,-212766.9170237463,197,FALSE,1,homerange,homerange.1,25,10000
-32385.36788194059,-213710.50525029853,198,FALSE,1,homerange,homerange.1,25,10000
-32406.574997758715,-213728.75898418785,199,FALSE,1,homerange,homerange.1,25,10000
-33385.36788194059,-214548.26750679355,200,FALSE,1,homerange,homerange.1,25,10000
-33630.88929224636,-214728.75898418785,201,FALSE,1,homerange,homerange.1,25,10000
-34385.36788194059,-215299.63145596298,202,FALSE,1,homerange,homerange.1,25,10000
-35071.06133196838,-215728.75898418785,203,FALSE,1,homerange,homerange.1,25,10000
-35385.36788194059,-215932.68821686655,204,FALSE,1,homerange,homerange.1,25,10000
-36385.36788194059,-216489.94612586088,205,FALSE,1,homerange,homerange.1,25,10000
-36919.97360277673,-216728.75898418785,206,FALSE,1,homerange,homerange.1,25,10000
-37385.36788194059,-216957.79020493364,207,FALSE,1,homerange,homerange.1,25,10000
-38385.36788194059,-217372.39793068735,208,FALSE,1,homerange,homerange.1,25,10000
-39385.36788194059,-217667.40589390325,209,FALSE,1,homerange,homerange.1,25,10000
-39637.22634036733,-217728.75898418785,210,FALSE,1,homerange,homerange.1,25,10000
-40385.36788194059,-217935.92025445582,211,FALSE,1,homerange,homerange.1,25,10000
-41385.36788194059,-218129.81786979662,212,FALSE,1,homerange,homerange.1,25,10000
-42385.36788194059,-218270.3783992226,213,FALSE,1,homerange,homerange.1,25,10000
-43385.36788194059,-218334.19187985596,214,FALSE,1,homerange,homerange.1,25,10000
-44385.36788194059,-218345.44352327494,215,FALSE,1,homerange,homerange.1,25,10000
-45385.36788194059,-218295.83356140417,216,FALSE,1,homerange,homerange.1,25,10000
-46385.36788194059,-218190.79880100355,217,FALSE,1,homerange,homerange.1,25,10000
-47385.36788194059,-218030.24243471937,218,FALSE,1,homerange,homerange.1,25,10000
-48385.36788194059,-217817.81818716435,219,FALSE,1,homerange,homerange.1,25,10000
-48733.29614660378,-217728.75898418785,220,FALSE,1,homerange,homerange.1,25,10000
-49385.36788194059,-217580.07061334577,221,FALSE,1,homerange,homerange.1,25,10000
-50385.36788194059,-217315.384198302,222,FALSE,1,homerange,homerange.1,25,10000
-51385.36788194059,-216988.12504948102,223,FALSE,1,homerange,homerange.1,25,10000
-52102.73254399619,-216728.75898418785,224,FALSE,1,homerange,homerange.1,25,10000
-52385.36788194059,-216632.76161873323,225,FALSE,1,homerange,homerange.1,25,10000
-53385.36788194059,-216276.86450913793,226,FALSE,1,homerange,homerange.1,25,10000
-54385.36788194059,-215880.59825976135,227,FALSE,1,homerange,homerange.1,25,10000
-54754.90242374512,-215728.75898418785,228,FALSE,1,homerange,homerange.1,25,10000
-55385.36788194059,-215479.27441214313,229,FALSE,1,homerange,homerange.1,25,10000
-56385.36788194059,-215090.9954078389,230,FALSE,1,homerange,homerange.1,25,10000
-57263.29761950796,-214728.75898418785,231,FALSE,1,homerange,homerange.1,25,10000
-57385.36788194059,-214679.78974740853,232,FALSE,1,homerange,homerange.1,25,10000
-58385.36788194059,-214294.11015857762,233,FALSE,1,homerange,homerange.1,25,10000
-59385.36788194059,-213915.99825405263,234,FALSE,1,homerange,homerange.1,25,10000
-59887.20571200701,-213728.75898418785,235,FALSE,1,homerange,homerange.1,25,10000
-60385.36788194059,-213545.57017587617,236,FALSE,1,homerange,homerange.1,25,10000
-61385.36788194059,-213188.70437676954,237,FALSE,1,homerange,homerange.1,25,10000
-62385.36788194059,-212841.41383617447,238,FALSE,1,homerange,homerange.1,25,10000
-62719.67699162857,-212728.75898418785,239,FALSE,1,homerange,homerange.1,25,10000
-63385.36788194059,-212508.14832174432,240,FALSE,1,homerange,homerange.1,25,10000
-64385.36788194059,-212178.29826289427,241,FALSE,1,homerange,homerange.1,25,10000
-65385.36788194059,-211830.7972861302,242,FALSE,1,homerange,homerange.1,25,10000
-65683.16142141813,-211728.75898418785,243,FALSE,1,homerange,homerange.1,25,10000
-66385.36788194059,-211480.92881547206,244,FALSE,1,homerange,homerange.1,25,10000
-67385.36788194059,-211125.7081348475,245,FALSE,1,homerange,homerange.1,25,10000
-68379.194397581,-210728.75898418785,246,FALSE,1,homerange,homerange.1,25,10000
-68385.36788194059,-210726.00751654306,247,FALSE,1,homerange,homerange.1,25,10000
-69385.36788194059,-210284.27282188548,248,FALSE,1,homerange,homerange.1,25,10000
-70385.36788194059,-209792.97121080544,249,FALSE,1,homerange,homerange.1,25,10000
-70511.01551464676,-209728.75898418785,250,FALSE,1,homerange,homerange.1,25,10000
-71385.36788194059,-209203.23765753853,251,FALSE,1,homerange,homerange.1,25,10000
-72082.82763704298,-208728.75898418785,252,FALSE,1,homerange,homerange.1,25,10000
-72385.36788194059,-208441.14854061557,253,FALSE,1,homerange,homerange.1,25,10000
-73082.42598912008,-207728.75898418785,254,FALSE,1,homerange,homerange.1,25,10000
-73385.36788194059,-207206.57154463645,255,FALSE,1,homerange,homerange.1,25,10000
-73385.36788194059,-207206.57154463645,256,FALSE,1,homerange,homerange.1,25,10000
-90385.36788194059,-50917.75913554768,257,FALSE,2,homerange,homerange.2,25,10000
-90436.65124559375,-50728.75898418785,258,FALSE,2,homerange,homerange.2,25,10000
-90623.2120850326,-49728.75898418785,259,FALSE,2,homerange,homerange.2,25,10000
-90705.97331919508,-48728.75898418785,260,FALSE,2,homerange,homerange.2,25,10000
-90694.7201266991,-47728.75898418785,261,FALSE,2,homerange,homerange.2,25,10000
-90606.71680710571,-46728.75898418785,262,FALSE,2,homerange,homerange.2,25,10000
-90413.57917492135,-45728.75898418785,263,FALSE,2,homerange,homerange.2,25,10000
-90385.36788194059,-45625.84359067103,264,FALSE,2,homerange,homerange.2,25,10000
-90129.28958684955,-44728.75898418785,265,FALSE,2,homerange,homerange.2,25,10000
-89731.18499006343,-43728.75898418785,266,FALSE,2,homerange,homerange.2,25,10000
-89385.36788194059,-43089.1954773465,267,FALSE,2,homerange,homerange.2,25,10000
-89159.482569289,-42728.75898418785,268,FALSE,2,homerange,homerange.2,25,10000
-88391.00812155787,-41728.75898418785,269,FALSE,2,homerange,homerange.2,25,10000
-88385.36788194059,-41722.36670556186,270,FALSE,2,homerange,homerange.2,25,10000
-87385.36788194059,-40870.37527181135,271,FALSE,2,homerange,homerange.2,25,10000
-87139.96245406737,-40728.75898418785,272,FALSE,2,homerange,homerange.2,25,10000
-86385.36788194059,-40336.105877922244,273,FALSE,2,homerange,homerange.2,25,10000
-85385.36788194059,-40071.684198216084,274,FALSE,2,homerange,homerange.2,25,10000
-84385.36788194059,-39967.5539480103,275,FALSE,2,homerange,homerange.2,25,10000
-83385.36788194059,-40027.692639500994,276,FALSE,2,homerange,homerange.2,25,10000
-82385.36788194059,-40185.94445097699,277,FALSE,2,homerange,homerange.2,25,10000
-81385.36788194059,-40476.48129282548,278,FALSE,2,homerange,homerange.2,25,10000
-80766.83062093258,-40728.75898418785,279,FALSE,2,homerange,homerange.2,25,10000
-80385.36788194059,-40873.93692632053,280,FALSE,2,homerange,homerange.2,25,10000
-79385.36788194059,-41337.634936278955,281,FALSE,2,homerange,homerange.2,25,10000
-78733.68154436968,-41728.75898418785,282,FALSE,2,homerange,homerange.2,25,10000
-78385.36788194059,-41940.2725522608,283,FALSE,2,homerange,homerange.2,25,10000
-77385.36788194059,-42638.27641583524,284,FALSE,2,homerange,homerange.2,25,10000
-77272.09492934536,-42728.75898418785,285,FALSE,2,homerange,homerange.2,25,10000
-76385.36788194059,-43439.564154253334,286,FALSE,2,homerange,homerange.2,25,10000
-76068.15295942151,-43728.75898418785,287,FALSE,2,homerange,homerange.2,25,10000
-75385.36788194059,-44394.34051119689,288,FALSE,2,homerange,homerange.2,25,10000
-75074.83093066428,-44728.75898418785,289,FALSE,2,homerange,homerange.2,25,10000
-74385.36788194059,-45548.69040744186,290,FALSE,2,homerange,homerange.2,25,10000
-74237.40832061428,-45728.75898418785,291,FALSE,2,homerange,homerange.2,25,10000
-73507.23090468331,-46728.75898418785,292,FALSE,2,homerange,homerange.2,25,10000
-73385.36788194059,-46917.1152877582,293,FALSE,2,homerange,homerange.2,25,10000
-72861.20139618363,-47728.75898418785,294,FALSE,2,homerange,homerange.2,25,10000
-72385.36788194059,-48603.724901382535,295,FALSE,2,homerange,homerange.2,25,10000
-72316.06563696073,-48728.75898418785,296,FALSE,2,homerange,homerange.2,25,10000
-71798.71507435953,-49728.75898418785,297,FALSE,2,homerange,homerange.2,25,10000
-71385.36788194059,-50687.43113241929,298,FALSE,2,homerange,homerange.2,25,10000
-71366.6994770645,-50728.75898418785,299,FALSE,2,homerange,homerange.2,25,10000
-70942.6725144541,-51728.75898418785,300,FALSE,2,homerange,homerange.2,25,10000
-70574.83691898473,-52728.75898418785,301,FALSE,2,homerange,homerange.2,25,10000
-70385.36788194059,-53286.3984888185,302,FALSE,2,homerange,homerange.2,25,10000
-70218.43081830333,-53728.75898418785,303,FALSE,2,homerange,homerange.2,25,10000
-69858.0982614723,-54728.75898418785,304,FALSE,2,homerange,homerange.2,25,10000
-69522.04321022503,-55728.75898418785,305,FALSE,2,homerange,homerange.2,25,10000
-69385.36788194059,-56113.87968640073,306,FALSE,2,homerange,homerange.2,25,10000
-69140.90432312728,-56728.75898418785,307,FALSE,2,homerange,homerange.2,25,10000
-68739.68609023975,-57728.75898418785,308,FALSE,2,homerange,homerange.2,25,10000
-68385.36788194059,-58518.5318503655,309,FALSE,2,homerange,homerange.2,25,10000
-68272.78081638413,-58728.75898418785,310,FALSE,2,homerange,homerange.2,25,10000
-67661.26042673689,-59728.75898418785,311,FALSE,2,homerange,homerange.2,25,10000
-67385.36788194059,-60128.84400249292,312,FALSE,2,homerange,homerange.2,25,10000
-66881.4177270472,-60728.75898418785,313,FALSE,2,homerange,homerange.2,25,10000
-66385.36788194059,-61222.51158182962,314,FALSE,2,homerange,homerange.2,25,10000
-65796.0224192293,-61728.75898418785,315,FALSE,2,homerange,homerange.2,25,10000
-65385.36788194059,-62026.652080581836,316,FALSE,2,homerange,homerange.2,25,10000
-64385.36788194059,-62665.911805550706,317,FALSE,2,homerange,homerange.2,25,10000
-64280.44948125371,-62728.75898418785,318,FALSE,2,homerange,homerange.2,25,10000
-63385.36788194059,-63197.91773308784,319,FALSE,2,homerange,homerange.2,25,10000
-62385.36788194059,-63682.61004183112,320,FALSE,2,homerange,homerange.2,25,10000
-62293.289599219046,-63728.75898418785,321,FALSE,2,homerange,homerange.2,25,10000
-61385.36788194059,-64147.253477661645,322,FALSE,2,homerange,homerange.2,25,10000
-60385.36788194059,-64601.63720313028,323,FALSE,2,homerange,homerange.2,25,10000
-60116.606421138866,-64728.75898418785,324,FALSE,2,homerange,homerange.2,25,10000
-59385.36788194059,-65058.6761070564,325,FALSE,2,homerange,homerange.2,25,10000
-58385.36788194059,-65537.48583198988,326,FALSE,2,homerange,homerange.2,25,10000
-57997.584453074625,-65728.75898418785,327,FALSE,2,homerange,homerange.2,25,10000
-57385.36788194059,-66033.86626636969,328,FALSE,2,homerange,homerange.2,25,10000
-56385.36788194059,-66575.62580120562,329,FALSE,2,homerange,homerange.2,25,10000
-56121.97065483021,-66728.75898418785,330,FALSE,2,homerange,homerange.2,25,10000
-55385.36788194059,-67165.4288928236,331,FALSE,2,homerange,homerange.2,25,10000
